model,tariff,household,run_seed,hour,prompt_tokens,completion_tokens,latency_ms,cost_usd
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,638,473,73,2232.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,624,475,60,3118.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,639,473,73,2099.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,625,475,65,1853.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,640,473,69,2976.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,626,475,66,1967.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,641,473,75,2167.9,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,627,475,76,2154.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,642,472,70,2982.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,628,475,73,3195.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,643,472,67,2588.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,629,475,67,2836.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,644,472,68,2877.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,630,472,68,2906.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,645,472,67,2177.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,631,472,70,2251.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,646,472,64,2899.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,632,473,75,2414.3,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,647,472,82,2668.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,633,473,71,2481.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,634,473,61,1608.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,648,475,79,1949.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,635,473,65,1998.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,649,475,74,2285.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,633,473,61,63420.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,636,473,67,3210.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,650,475,84,3300.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,634,473,63,2747.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,637,473,67,2869.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,651,475,81,4152.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,638,473,66,2402.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,635,473,83,3288.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,652,475,66,1782.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,636,473,66,1832.3,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,639,473,74,3127.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,637,473,67,1984.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,653,475,74,3181.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,638,473,62,1785.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,640,473,72,3178.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,654,472,64,2057.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,639,473,72,3033.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,641,473,67,3077.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,655,473,68,3388.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,642,473,64,1940.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,640,473,64,2652.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,656,473,66,2719.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,643,472,81,2328.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,641,473,83,3520.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,644,472,67,2053.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,657,473,73,3205.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,642,472,69,2075.3,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,645,472,66,1972.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,658,473,66,1864.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,646,472,73,1969.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,643,472,85,3383.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,659,473,85,3778.3,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,644,472,65,2162.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,647,472,78,3102.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,660,473,68,2366.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,645,472,66,2266.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,648,475,64,2240.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,661,473,75,2975.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,646,472,78,2236.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,649,475,73,2480.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,647,472,73,2598.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,662,473,70,3122.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,650,475,71,2488.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,648,475,79,2266.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,663,473,55,2727.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,651,475,74,3058.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,664,473,67,1997.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,652,475,72,1928.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,649,475,82,3261.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,650,475,67,1863.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,665,473,64,2816.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,653,475,77,3093.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,651,475,66,2549.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,666,472,80,3377.3,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,654,472,70,2878.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,652,475,80,3271.9,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,655,472,63,2469.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,667,472,71,3319.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,653,475,70,2807.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,668,472,71,2080.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,656,473,78,3458.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,654,472,70,2093.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,669,472,73,3002.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,657,473,69,2994.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,655,473,69,2848.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,670,472,76,2726.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,658,473,60,2525.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,656,473,66,2052.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,671,472,77,1947.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,657,473,66,1908.3,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,659,473,71,3199.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,672,489,69,2939.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,660,473,66,1936.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,658,473,65,2791.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,673,489,80,2723.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,659,473,73,2512.5,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,661,473,63,2688.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,674,489,69,2439.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,662,473,71,2752.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,660,473,70,2930.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,675,489,65,2408.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,661,473,69,2890.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,663,473,67,3687.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,676,489,66,3221.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,662,473,73,3221.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,664,473,71,3420.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,677,489,69,2814.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,663,473,71,2882.5,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,665,473,71,3010.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,678,486,74,2643.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,664,473,63,2449.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,666,473,62,2262.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,679,487,72,2457.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,665,473,67,2173.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,667,472,69,2416.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,680,487,63,2852.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,666,472,70,2589.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,681,487,62,2080.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,668,472,73,2905.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,667,472,68,2373.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,669,472,67,1964.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,682,487,71,2965.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,668,472,71,2804.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,670,472,78,3358.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,683,487,73,2805.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,669,472,67,2559.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,671,472,78,2391.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,684,487,73,2122.3,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,670,472,80,1988.3,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,685,487,69,1535.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,672,489,76,1774.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,671,472,72,3081.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,673,489,63,2135.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,686,487,76,3391.9,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,674,489,70,2467.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,672,489,90,2753.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,687,487,70,2821.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,675,489,66,2106.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,673,489,64,2772.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,688,488,71,1997.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,676,489,66,2353.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,689,488,69,2769.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,674,489,83,3655.3,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,677,489,72,2331.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,690,487,63,1723.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,678,486,66,2178.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,675,489,81,3489.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,691,487,70,2823.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,676,489,67,1981.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,679,486,66,3315.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,692,487,71,2233.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,677,489,65,1841.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,680,487,73,1868.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,693,486,60,1565.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,681,487,65,2026.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,694,486,71,2029.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,678,486,69,2931.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,679,487,67,2330.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,682,487,69,2868.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,695,486,75,2889.9,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,683,487,62,2048.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,696,489,76,2897.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,680,487,69,3368.9,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,684,487,64,2273.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,697,489,64,1802.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,681,487,73,1967.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,685,487,63,1575.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,698,489,67,2825.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,682,487,83,3108.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,686,487,60,2816.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,699,489,73,1896.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,683,487,70,2135.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,687,487,67,1853.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,700,489,67,2391.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,684,487,73,2483.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,688,488,69,2440.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,689,488,69,1822.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,701,489,64,2663.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,685,487,72,1904.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,686,487,70,2779.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,702,486,73,2863.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,690,488,64,2942.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,691,487,66,3020.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,703,487,68,3459.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,687,487,69,3842.0,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,692,487,67,1926.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,704,487,68,1978.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,688,488,71,3028.3,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,693,486,71,2382.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,705,487,68,3379.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,694,486,70,2922.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,689,488,70,3517.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,706,487,72,3105.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,690,487,61,2182.9,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,695,486,83,2624.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,707,487,67,2299.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,696,489,70,2212.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,691,487,73,3530.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,708,487,68,2274.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,697,489,66,2750.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,692,487,64,2011.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,709,487,70,3138.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,698,489,64,1733.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,693,486,72,1999.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,699,489,66,1989.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,710,487,68,2062.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,694,486,68,2917.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,700,489,66,1512.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,711,487,73,2726.5,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,701,489,74,2771.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,695,486,76,3198.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,712,488,73,2419.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,702,486,66,2339.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,696,489,69,2456.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,713,488,73,2487.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,703,486,65,2706.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,697,489,72,2449.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,714,487,61,2324.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,698,489,66,2107.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,704,487,71,2264.8,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,715,487,73,2831.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,699,489,71,2515.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,705,487,70,2680.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,716,487,71,3031.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,706,487,62,2539.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,700,489,67,2766.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,717,486,80,3183.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,701,489,69,2710.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,707,487,87,2809.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,718,486,69,2290.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,708,487,66,1729.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,702,486,74,2770.9,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,709,487,61,2447.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,44,719,486,69,2713.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,703,487,67,2287.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,710,487,66,1753.3,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,0,489,77,2077.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,704,487,72,2814.5,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,711,487,72,2681.0,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,1,489,71,2109.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,705,487,68,2017.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,712,488,68,2505.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,2,489,75,2493.4,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,706,487,63,2753.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,713,488,64,2551.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,3,489,67,2925.7,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,707,487,65,2381.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,714,488,64,2058.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,4,489,65,2028.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,708,487,73,2529.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,715,487,67,2927.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,709,487,73,2281.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,5,489,72,4292.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,716,487,65,2176.6,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,710,487,71,2740.5,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,6,486,64,2160.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,717,486,66,2107.2,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,711,487,73,1684.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,718,486,66,1859.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,7,486,66,2904.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,712,488,62,2990.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,8,487,73,2798.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,42,719,486,70,3479.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,713,488,65,2554.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,0,489,72,2940.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,714,487,61,1792.9,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,1,489,71,2192.5,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,715,487,63,1965.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,9,487,69,6233.1,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,716,487,68,2367.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,2,489,74,2433.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,10,487,63,2031.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,3,489,65,2241.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,717,486,67,2346.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,11,487,65,2251.1,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,4,489,65,2123.0,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,718,486,70,2800.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,12,487,72,2545.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,5,489,65,2569.9,0.0
deepseek/deepseek-chat,pge_etou_c,large_suburban,43,719,486,81,2235.9,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,13,487,66,2753.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,6,486,66,2773.6,0.0
deepseek/deepseek-chat,sce_tou_d_prime,small_suburban,42,0,507,68,2423.5,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,14,487,73,2363.6,0.0
deepseek/deepseek-chat,sce_tou_d_prime,small_suburban,42,1,507,69,2513.3,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,7,486,69,2996.5,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,15,487,74,2815.1,0.0
deepseek/deepseek-chat,sce_tou_d_prime,small_suburban,42,2,507,76,3182.0,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,8,487,75,3095.5,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,16,488,65,2510.0,0.0
deepseek/deepseek-chat,sce_tou_d_prime,small_suburban,42,3,507,65,2766.9,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,17,488,62,2784.5,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,9,487,75,2939.3,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,18,488,63,1989.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,10,487,65,1964.6,0.0
deepseek/deepseek-chat,sce_tou_d_prime,small_suburban,42,4,507,74,2657.5,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,11,487,62,2644.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,19,487,70,2808.8,0.0
deepseek/deepseek-chat,sce_tou_d_prime,small_suburban,42,5,507,69,2829.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,20,487,69,2330.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,12,487,67,2584.2,0.0
deepseek/deepseek-chat,sce_tou_d_prime,small_suburban,42,6,507,78,3066.4,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,13,487,63,1804.3,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,21,486,67,2016.0,0.0
deepseek/deepseek-chat,sce_tou_d_prime,small_suburban,42,7,508,75,2301.2,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,22,486,74,1975.7,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,14,487,59,2506.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,23,486,80,2218.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,15,487,62,2421.8,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,24,489,65,2446.7,0.0
deepseek/deepseek-chat,sce_tou_d_prime,small_suburban,42,8,505,71,6179.9,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,16,488,65,2909.6,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,25,489,67,2822.7,0.0
deepseek/deepseek-chat,sce_tou_d_prime,small_suburban,42,9,505,70,2143.0,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,17,488,80,2442.1,0.0
deepseek/deepseek-chat,sce_tou_d_prime,small_suburban,42,10,505,68,2357.3,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,44,18,488,69,2041.0,0.0
deepseek/deepseek-chat,pge_etou_c,apartment,43,26,489,81,3089.1,0.0
